Frequency,Word,Reading,Type,Meaning
748,評価,,noun,evaluation
748,評価する,,verb,evaluate
749,息子,,noun,son
750,限る,,verb,"limit, restrict"
751,似る,,verb,"look like, resemble"
752,悲しい,,i-adjective,"sad, unhappy"
753,雨,,noun,rain
754,自分達,,noun,themselves; ourselves
755,詳しい,,i-adjective,"detailed, know well, in detail"
756,二十一世紀,,noun,twenty-first century
757,ひどい,,i-adjective,"cruel, serious, terrible"
758,昨日,,noun,yesterday
759,下りる,,verb,go down; come down
760,メール,,noun,e-mail
761,まあ,,adverb,"Oh!, well, now"
762,喜ぶ,,verb,"be glad, rejoice"
763,便利,,noun,convenience
763,便利,,na-adjective,"useful, convenient"
764,迎える,,verb,"go to meet, invite, receive"
765,耳,,noun,ear
766,表現,,noun,expression
766,表現する,,verb,express
767,動き,,noun,"movement, action, motion"
768,注意,,noun,attention
768,注意する,,verb,"notice, be careful"
769,では,,conjunction,"then, well"
770,てあげる,,compound,do something for somebody
771,雰囲気,,noun,"atmosphere, ambience"
772,立場,,noun,"position, standpoint, situation"
773,基づく,,verb,be based
774,間,ま,noun,"time, interval; space"
775,ことがある,,compound,have done; there are sometimes
776,痛い,,i-adjective,"painful, hurt"
777,お父さん,,noun,father
778,辺り,,noun,area around
779,てやる,,compound,do something for somebody/something
780,将来,,noun,future
781,乗せる,,verb,"take on, put on, pick up"
782,自転車,,noun,bicycle
783,白い,,i-adjective,white
784,川,,noun,"river, stream"
785,用いる,,verb,"use, adopt"
786,隣り,,noun,"next door, next"
787,普段,,noun,"usually, ordinarily"
788,法律,,noun,law
789,妻,,noun,wife
790,冬,,noun,winter
791,具体的,,na-adjective,"specific, concrete"
792,もと,,noun,under
793,発生,,noun,occurrence
793,発生する,,verb,"occur, happen"
794,繰り返す,,verb,"repeat, do over again"
795,泣く,,verb,cry
796,七,,noun,seven
797,手紙,,noun,letter
798,出かける,,verb,"go out, leave"
799,努力,,noun,effort
799,努力する,,verb,make an effort
800,増加,,noun,"increase, gain"
800,増加する,,verb,"increase, grow"
801,判断,,noun,judgment
801,判断する,,verb,judge
802,両親,,noun,(both) parents
803,残念,,na-adjective,"disappointing, regrettable"
804,おそらく,,adverb,"probably, likely"
805,家庭,,noun,"home, household, family"
806,軽い,,i-adjective,"light, slight"
807,払う,,verb,pay; sweep away
808,つながる,,verb,"be connected, be related"
809,船,,noun,"ship, boat"
810,九月,,noun,September
811,きっかけ,,noun,"opportunity, motive"
812,授業,,noun,"class, lesson at school"
813,亡くなる,,verb,"die, pass away"
814,止める,とめる,verb,stop
815,不思議,,noun,wonder
815,不思議,,na-adjective,"wonderful, strange, mysterious"
816,茶,,noun,tea; brown
817,直接,,"noun, adverb","directly, direct"
818,バス,,noun,bus
819,効果,,noun,"effectiveness, effect"
820,現実,,noun,"reality, actuality"
821,触れる,,verb,touch; experience
822,飼う,,verb,"keep, have, breed"
823,しゃべる,,verb,"talk, chat"
824,国民,,noun,"nation, people (of country), public"
825,さす,,verb,shine; pour; put
826,やり方,,noun,"way of doing, how to, approach"
827,ずいぶん,,adverb,"very, pretty, quite"
828,日本語,,noun,Japanese language
829,十月,,noun,October
830,気分,,noun,"feeling, mood"
831,開発,,noun,development
831,開発する,,verb,develop
832,殺す,,verb,kill
833,特徴,,noun,"characteristic, feature"
834,神,,noun,"God, deity, spirit"
835,暮らす,,verb,live
836,飛ぶ,,verb,fly
837,終わり,,noun,end
838,雑誌,,noun,magazine
839,怒る,,verb,get angry
840,整備,,noun,"maintenance, service"
840,整備する,,verb,prepare
841,んと,,interjection,well
842,建物,,noun,building
843,発見,,noun,discovery
843,発見する,,verb,discover
844,相談,,noun,consultation
844,相談する,,verb,consult
845,連絡,,noun,"connection, contact"
845,連絡する,,verb,contact
846,止まる,とまる,verb,stop
847,一生懸命,,na-adjective,"hard, as hard as one can"
848,用意,,noun,preparation
848,用意する,,verb,prepare
849,変,,na-adjective,"strange, unusual, funny"
850,十二月,,noun,December
851,学ぶ,,verb,learn
852,突然,,adverb,suddenly
853,首,,noun,"neck, head; firing, sacking (of an employee)"
854,設定,,noun,establishment
854,設定する,,verb,"establish, set"
855,ゆっくり,,adverb,"slowly, leisurely; plenty of time"
856,目指す,,verb,"aim, go toward"
857,したがって,,conjunction,"accordingly, consequently"
858,一月,,noun,January
859,成す,,verb,"form, constitute"
860,集める,,verb,"gather, collect"
861,失う,,verb,lose
862,光,,noun,light
863,並ぶ,,verb,"line, stand in line"
864,八月,,noun,August
865,とく,,auxiliary,[shortened form of “te oku”]
866,七月,,noun,July
867,美しい,,i-adjective,beautiful
868,五月,,noun,May
869,優しい,,i-adjective,"gentle, tender, kind, friendly"
870,タバコ,,noun,"cigarette, tobacco"
871,後ろ,,noun,"behind, back"
872,六月,,noun,June
873,異なる,,verb,be different
874,十一月,,noun,November
875,新た,,na-adjective,another
876,飛行機,,noun,airplane
877,（お）ばあさん,,noun,old lady; grandmother
878,至る,,verb,"lead to, get"
879,午前,,noun,"morning, a.m."
880,育てる,,verb,"bring up, train, develop"
881,種類,,noun,"kind, sort, variety"
882,商品,,noun,"goods, item of merchandise"
883,生じる,,verb,"bring about, cause, arise"
884,イギリス,,noun,"United Kingdom, Britain, England"
885,大好き,,na-adjective,love
886,語る,,verb,"talk, tell"
887,胸,,noun,"chest, heart"
888,頼む,,verb,"ask, order"
889,体験,,noun,experience
889,体験する,,verb,"experience, have experience of"
890,材料,,noun,"materials, ingredient"
891,広がる,,verb,"spread, stretch"
892,きちんと,,adverb,"precisely, accurately, neatly"
893,そちら,,pronoun,your place; there; you
894,勝つ,,verb,"win, defeat"
895,運動,,noun,exercise
895,運動する,,verb,"exercise, move"
896,捨てる,,verb,"throw away, abandon"
897,幸せ,,na-adjective,happy
897,幸せ,,noun,"happiness; fortune, luck"
898,通す,,verb,"pass, show ... into"
899,横,,noun,"side, beside"
900,伴う,,verb,"accompany, involve"
901,命,,noun,life
902,流れ,,noun,"stream, flow, current"
903,育つ,,verb,grow up
904,ちなみに,,conjunction,"by the way, incidentally"
905,予定,,noun,"plan, schedule"
905,予定する,,verb,plan
906,決して,,adverb,"never, by no means"
907,馬,,noun,horse
908,完全,,na-adjective,"perfect, complete"
909,学生,,noun,student
910,風,かぜ,noun,wind
911,性格,,noun,"character, personality"
912,死,,noun,death
913,位置,,noun,"position, location"
913,位置する,,verb,be located
914,発展,,noun,development
914,発展する,,verb,"develop, expand"
915,おかしい,,i-adjective,"funny, amusing"
916,近所,,noun,neighborhood
917,一本,,noun,one (long/cylindrical object)
918,張る,,verb,"stretch, put up"
919,ご飯,,noun,"rice, meal"
920,危険,,noun,"danger, hazard"
920,危険,,na-adjective,dangerous
921,かしら,,discourse particle,I wonder
922,すなわち,,conjunction,"that is (to say), namely"
923,海外,,noun,"overseas, abroad, foreign"
924,教育,,noun,education
924,教育する,,verb,educate
925,想像,,noun,"imagination, image"
925,想像する,,verb,imagine
926,実は,,adverb,"actually, in fact"
927,許す,,verb,"allow, permit, forgive"
928,表,ひょう,noun,"table, chart"
929,文化,,noun,culture
930,八,,noun,eight
931,食べ物,,noun,food
932,借りる,,verb,"borrow, rent"
933,だけれど,,conjunction,"despite, though"
934,準備,,noun,preparation
934,準備する,,verb,prepare
935,二月,,noun,February
936,や,,auxiliary,COPULA (dialectal)
937,月,つき,noun,month; moon
938,世の中,,noun,"world, society"
939,インターネット,,noun,Internet
940,春,,noun,spring
941,旅,,noun,"trip, journey"
942,二年,,noun,two years
943,寒い,,i-adjective,cold
944,年,ねん,noun,year
945,同様,,na-adjective,"similar, same"
946,一般,,noun,general
947,第一,,noun,first
948,三年,,noun,three years
949,申す,,verb,"say, be (humble)"
950,押す,,verb,"push, press"
951,責任,,noun,responsibility
952,選択,,noun,"selection, choice"
952,選択する,,verb,choose
953,負ける,,verb,"lose, be beaten"
954,技術,,noun,"technique, skill"
955,一般的,,na-adjective,"general, common, ordinary"
956,そば,,noun,"side, beside"
957,減る,,verb,"decrease, become less"
958,記事,,noun,article
959,本人,,noun,"person himself/herself, person in question"
960,焼く,,verb,"roast, bake"
961,たまに,,adverb,"occasionally, once in a while"
962,慣れる,,verb,get used to
963,もしくは,,conjunction,"or, otherwise"
964,出会う,,verb,"meet, come across"
965,推進,,noun,propulsion
965,推進する,,verb,"promote, drive"
966,自ら,,noun,"personally, oneself, own"
967,作業,,noun,"operation, work"
967,作業する,,verb,work
968,私自身,,noun,"myself, my own"
969,たび,,noun,every time
970,付き合う,,verb,"associate with, go out with, go along with"
971,半分,,noun,half
972,条件,,noun,condition
973,医者,,noun,doctor
974,振る,,verb,"wave, shake, swing"
975,関心,,noun,interest
976,表示,,noun,indication
976,表示する,,verb,"display, indicate"
977,秋,,noun,"autumn, fall"
978,明るい,,i-adjective,"bright, light; cheerful"
979,趣味,,noun,hobby
980,生徒,,noun,"student, pupil"
981,相当,,na-adjective,considerable
981,相当,,noun,equivalence
981,相当する,,verb,be equivalent
982,従う,,verb,"obey, follow"
983,検討,,noun,"consideration, discussion, examination"
983,検討する,,verb,"consider, discuss"
984,占める,,verb,"occupy, account for"
985,まさに,,adverb,exactly
986,選手,,noun,"player, athlete"
987,以下,,noun,"below, the following"
988,大きさ,,noun,size
989,調査,,noun,investigation
989,調査する,,verb,"investigate, inquire, explore"
990,分,ぶん,"adverb, noun","part, share, portion"
991,実家,,noun,one’s parents’ home
992,発表,,noun,"announcement, publication"
992,発表する,,verb,"announce, publish"
993,むしろ,,adverb,"rather, if anything"
994,作成,,"noun, verb","make, create"
995,名,,noun,name
996,確保,,noun,"securement, reservation"
996,確保する,,verb,"secure, maintain, guarantee"
997,まるで,,adverb,"just like, quite"
998,運ぶ,,verb,"carry, transport, move"
999,こともある,,compound,"sometimes, can be"
1000,てはいけない、ちゃいけない,,compound,"must not, should not"
1001,正しい,,i-adjective,"right, accurate, proper"
1002,ほぼ,,adverb,"about, nearly, almost"
1003,表わす,,verb,"show, express, symbolize"
1004,毎年,,"adverb, noun","every year, annually"
1005,文字,,noun,"letter, character, writing"
1006,空,そら,noun,"sky, air"
1007,に対し,,compound,toward; against; in contrast to
1008,明日,,"adverb, noun",tomorrow
1009,役割,,noun,"part, role"
1010,地球,,noun,"earth, globe"
1011,公園,,noun,park
1012,個人,,noun,individual
1013,やら,,particle,"and, or"
1014,消える,,verb,go off; disappear
1015,激しい,,i-adjective,"fierce, intense, severe"
1016,短い,,i-adjective,short
1017,薬,,noun,medicine
1018,試合,,noun,"match, game, bout"
1019,成長,,noun,growth
1019,成長する,,verb,grow
1020,おなか,,noun,"stomach, belly"
1021,機能,,noun,"function, capability, feature"
1021,機能する,,verb,"function, work"
1022,ボール,,noun,ball
1023,少年,,noun,"boy, juvenile"
1024,方向,,noun,"direction, course"
1025,遅い,,i-adjective,late; slow
1026,資料,,noun,"document, material, data"
1027,タイプ,,noun,type
1027,タイプする,,verb,type
1028,扱う,,verb,"deal with, handle, treat"
1029,指摘,,noun,designation
1029,指摘する,,verb,"point out, indicate"
1030,ヨーロッパ,,noun,Europe
1031,除く,,verb,remove; except; get rid of
1032,それら,,pronoun,"those, these, they"
1033,ご存じ,,noun,"know, knowing (honorific)"
1034,意外,,na-adjective,"unexpected, surprising"
1035,一週間,,noun,one week
1036,何回,,noun,how many times
1037,政府,,noun,government
1038,分ける,,verb,"divide, distribute; classify"
1039,計画,,noun,"project, schedule, plan"
1039,計画する,,verb,plan
1040,段階,,noun,"grade, stage, step"
1041,量,,noun,"quantity, volume, amount"
1042,田舎,,noun,countryside; one’s hometown
1043,感動,,noun,deep emotion
1043,感動する,,verb,"be impressed, be moved"
1044,スポーツ,,noun,sports
1045,感覚,,noun,"sense; sensation, feeling"
1046,地元,,noun,"home area, local area"
1047,勝手,,na-adjective,"on one’s own, at one’s convenience"
1048,さすが,,adverb,"as might be expected, as one would expect"
1049,寂しい,,i-adjective,"lonely, lonesome"
1050,再び,,adverb,"again, once more"
1051,利く,,verb,"act, work"
1052,勤める,,verb,"be employed, work for"
1053,吸う,,verb,"breathe in, sip, smoke"
1054,流す,,verb,flush; pour; drain
1055,希望,,noun,"hope, wish, request"
1055,希望する,,verb,"hope, wish, desire"
1056,急,,na-adjective,"urgent, sudden; steep; sharp"
1057,勧める,,verb,"encourage, recommend"
1058,年齢,,noun,"age, years"
1059,フランス,,noun,France
1060,仕方,,noun,"way, method"
1061,なし,,noun,"without, no"
1062,さて,,conjunction,"well, now"
1063,疲れる,,verb,get tired
1064,落とす,,verb,"drop, lose, turn down"
1065,人気,,noun,popularity
1066,弱い,,i-adjective,"weak, faint, light"
1067,まとめる,,verb,"summarize, settle, gather"
1068,格好,,noun,"appearance, shape, look"
1069,渡る,,verb,"cross, go across"
1070,患者,,noun,"patient, case"
1071,壁,,noun,"wall, barrier"
1072,道路,,noun,"road, way, street"
1073,参る,,verb,"go, come, visit (humble); be in trouble, be embarrassed"
1074,反対,,noun,"opposition, contrast, objection"
1074,反対する,,verb,oppose
1075,他人,,noun,"others, unrelated person, stranger"
1076,提供,,noun,offer
1076,提供する,,verb,"supply, sponsor"
1077,空気,,noun,"air, atmosphere"
1078,去年,,"adverb, noun",last year
1079,肩,,noun,shoulder
1080,知れる,,verb,"come out, come to light, be discovered"
